id_orden;linea_orden;fecha_orden;id_cliente;id_vendedor;id_producto;cantidad
2241;5;27/03/2004;14099;41;3739;3
2242;1;15/03/2004;16110;3;3222;3
2242;2;15/03/2004;16110;57;2623;3
2242;3;15/03/2004;16110;90;8146;3
2242;4;15/03/2004;16110;6;3588;2
2242;5;15/03/2004;16110;89;3871;2
2242;6;15/03/2004;16110;11;2006;3
2242;7;15/03/2004;16110;68;9717;1
2242;8;15/03/2004;16110;5;6178;2
2243;1;18/03/2004;17684;37;5394;2
2243;2;18/03/2004;17684;55;3795;2
2243;3;18/03/2004;17684;16;466;3
2244;1;13/03/2004;10123;90;3071;3
2244;2;13/03/2004;10123;50;931;2
2244;3;13/03/2004;10123;1;8492;3
2245;1;9/03/2004;4159;39;6381;2
2245;2;9/03/2004;4159;46;5737;2
2245;3;9/03/2004;4159;7;5336;1
2245;4;9/03/2004;4159;10;1972;1
2245;5;9/03/2004;4159;85;757;1
2245;6;9/03/2004;4159;88;3181;2
2246;1;16/03/2004;13951;62;4509;2
2246;2;16/03/2004;13951;64;476;1
2246;3;16/03/2004;13951;10;6910;2
2246;4;16/03/2004;13951;90;8908;3
2246;5;16/03/2004;13951;20;9239;3
2247;1;22/03/2004;3952;5;8584;2
2247;2;22/03/2004;3952;20;4273;2
2247;3;22/03/2004;3952;95;1958;3
2247;4;22/03/2004;3952;71;6234;2
2247;5;22/03/2004;3952;14;476;3
2247;6;22/03/2004;3952;72;4286;2
2247;7;22/03/2004;3952;1;3140;3
2247;8;22/03/2004;3952;93;631;2
2247;9;22/03/2004;3952;64;4648;2
2248;1;25/03/2004;10245;72;8668;2
2248;2;25/03/2004;10245;80;2786;3
2248;3;25/03/2004;10245;99;1545;3
2248;4;25/03/2004;10245;80;9883;1
2248;5;25/03/2004;10245;21;9292;3
2249;1;22/03/2004;7129;93;3173;3
2249;2;22/03/2004;7129;24;2770;2
2249;3;22/03/2004;7129;74;6009;3
2249;4;22/03/2004;7129;71;7304;3
2249;5;22/03/2004;7129;36;6289;3
2249;6;22/03/2004;7129;44;2690;1
2249;7;22/03/2004;7129;92;3075;1
2249;8;22/03/2004;7129;10;6058;3
2250;1;18/03/2004;9451;72;2632;2
2250;2;18/03/2004;9451;81;8157;1
2250;3;18/03/2004;9451;86;5024;3
2250;4;18/03/2004;9451;64;980;1
2250;5;18/03/2004;9451;67;1013;2
2250;6;18/03/2004;9451;52;747;2
2250;7;18/03/2004;9451;12;2784;2
2250;8;18/03/2004;9451;79;7833;3
2251;1;2/03/2004;10272;33;3071;1
2251;2;2/03/2004;10272;61;7795;2
2251;3;2/03/2004;10272;66;1355;2
2251;4;2/03/2004;10272;8;4456;3
2251;5;2/03/2004;10272;28;8578;3
2251;6;2/03/2004;10272;51;5483;1
2251;7;2/03/2004;10272;59;913;2
2252;1;12/03/2004;11873;34;7843;1
2252;2;12/03/2004;11873;49;8468;3
2252;3;12/03/2004;11873;99;6286;1
2252;4;12/03/2004;11873;33;2106;2
2252;5;12/03/2004;11873;15;44;1
2253;1;29/03/2004;15967;63;8613;3
2253;2;29/03/2004;15967;75;8468;3
2253;3;29/03/2004;15967;34;1184;1
2254;1;22/03/2004;19521;93;970;1
2254;2;22/03/2004;19521;58;6116;2
2254;3;22/03/2004;19521;67;6684;3
2255;1;30/03/2004;9052;65;3116;2
2255;2;30/03/2004;9052;36;9114;2
2255;3;30/03/2004;9052;40;9708;3
2255;4;30/03/2004;9052;24;7899;3
2255;5;30/03/2004;9052;42;7141;3
2255;6;30/03/2004;9052;81;1285;2
2255;7;30/03/2004;9052;11;4767;3
2255;8;30/03/2004;9052;47;5721;2
2256;1;9/03/2004;5428;6;5191;3
2256;2;9/03/2004;5428;82;3258;1
2256;3;9/03/2004;5428;44;1372;3
2257;1;27/03/2004;1533;85;8630;3
2257;2;27/03/2004;1533;14;3404;3
2257;3;27/03/2004;1533;8;2805;1
2257;4;27/03/2004;1533;54;6901;1
2257;5;27/03/2004;1533;25;2072;2
2257;6;27/03/2004;1533;22;8139;2
2257;7;27/03/2004;1533;96;9794;1
2257;8;27/03/2004;1533;71;3109;2
2258;1;28/03/2004;11570;36;8296;2
2258;2;28/03/2004;11570;3;1243;1
2258;3;28/03/2004;11570;35;4723;1
2258;4;28/03/2004;11570;92;1495;1
2258;5;28/03/2004;11570;100;3381;2
2259;1;4/03/2004;4019;1;9753;2
2259;2;4/03/2004;4019;74;7561;2
2259;3;4/03/2004;4019;85;7052;3
2259;4;4/03/2004;4019;52;694;2
2259;5;4/03/2004;4019;57;2988;1
2260;1;26/03/2004;12194;66;1882;2
2260;2;26/03/2004;12194;27;1512;1
2260;3;26/03/2004;12194;86;7645;1
2260;4;26/03/2004;12194;67;1731;1
2260;5;26/03/2004;12194;6;5368;1
2260;6;26/03/2004;12194;67;5600;3
2260;7;26/03/2004;12194;39;9186;2
2261;1;3/03/2004;5460;61;9078;3
2262;1;23/03/2004;12259;40;1319;1
2262;2;23/03/2004;12259;79;8343;3
2262;3;23/03/2004;12259;15;7373;2
2262;4;23/03/2004;12259;43;6361;3
2262;5;23/03/2004;12259;45;8571;3
2262;6;23/03/2004;12259;74;9431;2
2262;7;23/03/2004;12259;7;625;1
2262;8;23/03/2004;12259;100;8582;2
2263;1;14/03/2004;8364;55;828;2
2263;2;14/03/2004;8364;62;6301;1
2263;3;14/03/2004;8364;66;6006;2
2263;4;14/03/2004;8364;2;580;1
2264;1;5/03/2004;17736;37;144;3
2264;2;5/03/2004;17736;24;2240;3
2264;3;5/03/2004;17736;40;3709;3
2265;1;21/03/2004;4558;52;8494;3
2265;2;21/03/2004;4558;77;7362;3
2265;3;21/03/2004;4558;27;3089;1
2265;4;21/03/2004;4558;55;1257;3
2265;5;21/03/2004;4558;41;5318;1
2265;6;21/03/2004;4558;43;3324;1
2266;1;13/03/2004;18658;98;2497;3
2266;2;13/03/2004;18658;72;3455;2
2266;3;13/03/2004;18658;47;1332;2
2266;4;13/03/2004;18658;99;2886;2
2266;5;13/03/2004;18658;9;1115;2
2267;1;7/03/2004;15769;59;4085;3
2267;2;7/03/2004;15769;72;5739;1
2267;3;7/03/2004;15769;64;4441;3
2267;4;7/03/2004;15769;45;3193;2
2267;5;7/03/2004;15769;55;6655;3
2267;6;7/03/2004;15769;84;7781;3
2267;7;7/03/2004;15769;65;129;1
2267;8;7/03/2004;15769;64;9307;3
2268;1;20/03/2004;3605;67;5322;3
2268;2;20/03/2004;3605;1;3429;3
2268;3;20/03/2004;3605;35;534;2
2268;4;20/03/2004;3605;34;4801;1
2268;5;20/03/2004;3605;67;2427;2
2268;6;20/03/2004;3605;95;1347;2
2268;7;20/03/2004;3605;74;1040;3
2268;8;20/03/2004;3605;30;7958;2
2268;9;20/03/2004;3605;87;5912;1
2269;1;4/03/2004;5133;18;2544;3
2269;2;4/03/2004;5133;98;746;1
2269;3;4/03/2004;5133;31;6914;3
2269;4;4/03/2004;5133;75;3652;1
2269;5;4/03/2004;5133;91;6952;3
2269;6;4/03/2004;5133;81;9507;1
2269;7;4/03/2004;5133;41;7180;1
2269;8;4/03/2004;5133;59;4923;1
2269;9;4/03/2004;5133;75;2745;3
2270;1;18/03/2004;8183;49;1177;1
2270;2;18/03/2004;8183;99;2173;3
2270;3;18/03/2004;8183;40;2968;2
2270;4;18/03/2004;8183;95;9655;1
2270;5;18/03/2004;8183;39;2307;1
2270;6;18/03/2004;8183;14;2415;1
2270;7;18/03/2004;8183;81;4048;3
2271;1;1/03/2004;15399;50;6673;1
2271;2;1/03/2004;15399;83;7505;2
2271;3;1/03/2004;15399;31;1418;1
2271;4;1/03/2004;15399;35;5833;2
2271;5;1/03/2004;15399;97;9778;1
2271;6;1/03/2004;15399;21;8253;2
2271;7;1/03/2004;15399;30;8180;3
2272;1;17/03/2004;704;71;3701;2
2272;2;17/03/2004;704;50;1049;2
2272;3;17/03/2004;704;5;8371;2
2272;4;17/03/2004;704;31;9060;1
2272;5;17/03/2004;704;15;2791;3
2272;6;17/03/2004;704;27;117;2
2272;7;17/03/2004;704;27;6358;3
2272;8;17/03/2004;704;53;6040;2
2273;1;2/03/2004;14914;63;1619;2
2273;2;2/03/2004;14914;1;7961;3
2273;3;2/03/2004;14914;20;9706;2
2273;4;2/03/2004;14914;77;9302;2
2273;5;2/03/2004;14914;72;6492;2
2273;6;2/03/2004;14914;32;3584;1
2274;1;7/03/2004;9265;29;8095;2
2275;1;9/03/2004;1771;87;5548;1
2275;2;9/03/2004;1771;34;9686;1
2275;3;9/03/2004;1771;92;4712;1
2276;1;29/03/2004;2005;51;7070;2
2277;1;2/03/2004;13550;6;1936;3
2277;2;2/03/2004;13550;74;5654;2
2277;3;2/03/2004;13550;3;7584;3
2277;4;2/03/2004;13550;38;151;2
2277;5;2/03/2004;13550;15;8007;3
2277;6;2/03/2004;13550;67;9041;1
2277;7;2/03/2004;13550;50;9132;2
2277;8;2/03/2004;13550;47;3682;2
2277;9;2/03/2004;13550;89;4380;2
2278;1;20/03/2004;18184;10;94;1
2278;2;20/03/2004;18184;71;5971;3
2278;3;20/03/2004;18184;74;5256;2
2278;4;20/03/2004;18184;30;3939;2
2278;5;20/03/2004;18184;55;6340;2
2279;1;12/03/2004;3986;97;9638;1
2279;2;12/03/2004;3986;89;4916;3
2280;1;31/03/2004;7912;15;7488;1
2280;2;31/03/2004;7912;5;3599;1
2280;3;31/03/2004;7912;14;5478;3
2280;4;31/03/2004;7912;17;959;3
2280;5;31/03/2004;7912;77;5172;1
2280;6;31/03/2004;7912;34;9666;1
2280;7;31/03/2004;7912;27;8216;2
2280;8;31/03/2004;7912;1;7646;1
2280;9;31/03/2004;7912;17;1078;2
2281;1;25/03/2004;9254;16;5760;2
2281;2;25/03/2004;9254;87;965;1
2281;3;25/03/2004;9254;56;3260;1
2281;4;25/03/2004;9254;93;4631;1
2281;5;25/03/2004;9254;92;9674;1
2281;6;25/03/2004;9254;29;3801;1
2281;7;25/03/2004;9254;84;3985;3
2281;8;25/03/2004;9254;53;3136;2
2281;9;25/03/2004;9254;81;8449;3
2282;1;19/03/2004;16229;92;3036;3
2282;2;19/03/2004;16229;20;6366;2
2282;3;19/03/2004;16229;97;1079;2
2282;4;19/03/2004;16229;48;8740;3
2283;1;12/03/2004;8999;23;5174;2
2283;2;12/03/2004;8999;20;5532;3
2283;3;12/03/2004;8999;51;7622;2
2283;4;12/03/2004;8999;1;1922;1
2283;5;12/03/2004;8999;38;8478;2
2284;1;3/03/2004;3227;64;9920;3
2284;2;3/03/2004;3227;70;7263;3
2284;3;3/03/2004;3227;79;1056;1
2284;4;3/03/2004;3227;34;6462;3
2284;5;3/03/2004;3227;85;4411;3
2284;6;3/03/2004;3227;9;1815;1
2284;7;3/03/2004;3227;61;4597;2
2284;8;3/03/2004;3227;55;7650;3
2284;9;3/03/2004;3227;98;406;1
2285;1;10/03/2004;11875;37;1143;2
2286;1;7/03/2004;19241;16;1234;1
2286;2;7/03/2004;19241;93;2090;1
2286;3;7/03/2004;19241;73;8149;3
2287;1;2/03/2004;18409;25;6626;2
2287;2;2/03/2004;18409;68;4523;3
2287;3;2/03/2004;18409;20;7212;3
2287;4;2/03/2004;18409;20;4068;2
2287;5;2/03/2004;18409;45;6387;2
2287;6;2/03/2004;18409;34;7685;3
2287;7;2/03/2004;18409;59;411;1
2288;1;2/03/2004;3107;92;1174;2
2288;2;2/03/2004;3107;36;5591;1
2288;3;2/03/2004;3107;22;6621;3
2289;1;12/03/2004;9538;46;3974;3
2289;2;12/03/2004;9538;46;1063;1
2289;3;12/03/2004;9538;60;744;2
2289;4;12/03/2004;9538;3;9039;3
2290;1;15/03/2004;6212;7;7580;1
2291;1;3/03/2004;15980;28;9543;2
2292;1;12/03/2004;1433;98;3123;3
2292;2;12/03/2004;1433;39;7003;3
2292;3;12/03/2004;1433;76;2379;2
2292;4;12/03/2004;1433;87;762;2
2292;5;12/03/2004;1433;80;719;1
2292;6;12/03/2004;1433;63;6951;1
2292;7;12/03/2004;1433;25;7409;2
2292;8;12/03/2004;1433;58;9418;1
2292;9;12/03/2004;1433;47;9095;1
2293;1;10/03/2004;13348;58;4664;2
2293;2;10/03/2004;13348;93;4962;2
2293;3;10/03/2004;13348;8;9221;3
2293;4;10/03/2004;13348;76;4923;1
2294;1;25/03/2004;16090;70;4726;1
2294;2;25/03/2004;16090;85;9054;2
2294;3;25/03/2004;16090;94;6550;3
2294;4;25/03/2004;16090;75;7311;2
2294;5;25/03/2004;16090;96;1235;2
2295;1;30/03/2004;1305;22;2887;1
2295;2;30/03/2004;1305;13;5257;2
2295;3;30/03/2004;1305;6;3912;3
2295;4;30/03/2004;1305;22;9170;3
2295;5;30/03/2004;1305;32;4126;3
2295;6;30/03/2004;1305;6;7567;3
2295;7;30/03/2004;1305;83;8600;2
2295;8;30/03/2004;1305;15;7093;2
2296;1;2/03/2004;3638;49;7306;1
2296;2;2/03/2004;3638;29;9427;2
2296;3;2/03/2004;3638;2;6666;1
2296;4;2/03/2004;3638;86;9335;2
2296;5;2/03/2004;3638;42;1314;2
2296;6;2/03/2004;3638;91;4737;2
2296;7;2/03/2004;3638;14;6198;3
2296;8;2/03/2004;3638;29;9823;1
2296;9;2/03/2004;3638;43;9913;3
2297;1;28/03/2004;8077;50;3087;2
2297;2;28/03/2004;8077;40;2130;1
2297;3;28/03/2004;8077;23;2401;1
2297;4;28/03/2004;8077;76;1998;3
2297;5;28/03/2004;8077;5;2386;3
2297;6;28/03/2004;8077;28;2183;1
2298;1;13/03/2004;17697;50;5003;2
2298;2;13/03/2004;17697;88;9420;3
2298;3;13/03/2004;17697;85;7989;2
2299;1;31/03/2004;15621;64;6802;2
2299;2;31/03/2004;15621;98;3683;2
2299;3;31/03/2004;15621;98;1255;3
2299;4;31/03/2004;15621;39;164;2
2299;5;31/03/2004;15621;29;6948;1
2299;6;31/03/2004;15621;81;6116;3
2299;7;31/03/2004;15621;68;1581;3
2299;8;31/03/2004;15621;65;8249;2
2299;9;31/03/2004;15621;16;313;1
2300;1;9/03/2004;5573;80;6574;2
2300;2;9/03/2004;5573;34;7353;2
2300;3;9/03/2004;5573;20;460;3
2300;4;9/03/2004;5573;75;2373;2
2300;5;9/03/2004;5573;15;6729;3
2300;6;9/03/2004;5573;62;894;1
2300;7;9/03/2004;5573;54;3356;1
2301;1;23/03/2004;7039;52;6083;1
2301;2;23/03/2004;7039;95;3073;3
2301;3;23/03/2004;7039;55;149;1
2301;4;23/03/2004;7039;70;1426;1
2302;1;11/03/2004;8074;69;1651;3
2302;2;11/03/2004;8074;14;3756;3
2302;3;11/03/2004;8074;16;4383;2
2302;4;11/03/2004;8074;32;6088;3
2302;5;11/03/2004;8074;14;401;1
2302;6;11/03/2004;8074;48;5928;1
2302;7;11/03/2004;8074;32;3226;3
2302;8;11/03/2004;8074;51;3442;1
2302;9;11/03/2004;8074;69;2804;3
2303;1;15/03/2004;17771;21;6548;1
2303;2;15/03/2004;17771;55;8925;3
2303;3;15/03/2004;17771;94;1231;1
2303;4;15/03/2004;17771;4;2011;2
2303;5;15/03/2004;17771;94;1327;2
2303;6;15/03/2004;17771;39;4298;2
2303;7;15/03/2004;17771;7;2664;3
2304;1;29/03/2004;17503;70;1567;1
2304;2;29/03/2004;17503;54;991;2
2304;3;29/03/2004;17503;96;646;2
2304;4;29/03/2004;17503;77;5197;2
2304;5;29/03/2004;17503;17;3408;3
2304;6;29/03/2004;17503;76;2335;2
2304;7;29/03/2004;17503;95;7331;3
2304;8;29/03/2004;17503;9;4800;2
2304;9;29/03/2004;17503;82;6856;2
2305;1;27/03/2004;17732;34;2527;2
2305;2;27/03/2004;17732;83;5077;2
2305;3;27/03/2004;17732;41;3486;2
2305;4;27/03/2004;17732;95;3942;3
2305;5;27/03/2004;17732;27;4071;2
2305;6;27/03/2004;17732;54;281;2
2305;7;27/03/2004;17732;60;300;1
2305;8;27/03/2004;17732;67;9494;2
2305;9;27/03/2004;17732;86;4376;1
2306;1;17/03/2004;13419;75;5592;1
2306;2;17/03/2004;13419;6;8810;1
2306;3;17/03/2004;13419;32;7761;3
2307;1;5/03/2004;16537;97;3074;1
2307;2;5/03/2004;16537;65;9030;2
2307;3;5/03/2004;16537;3;6925;1
2307;4;5/03/2004;16537;91;5478;1
2308;1;27/03/2004;11517;88;6685;2
2308;2;27/03/2004;11517;20;4275;1
2308;3;27/03/2004;11517;47;8449;3
2308;4;27/03/2004;11517;40;7770;2
2308;5;27/03/2004;11517;20;2053;2
2308;6;27/03/2004;11517;93;7109;1
2308;7;27/03/2004;11517;24;5807;2
2308;8;27/03/2004;11517;40;8342;3
2309;1;10/03/2004;11632;95;8368;3
2309;2;10/03/2004;11632;67;2770;2
2309;3;10/03/2004;11632;47;2958;3
2309;4;10/03/2004;11632;57;6287;1
2309;5;10/03/2004;11632;29;4006;1
2309;6;10/03/2004;11632;12;214;1
2310;1;25/03/2004;8976;36;3986;3
2310;2;25/03/2004;8976;65;1718;2
2310;3;25/03/2004;8976;44;2880;3
2310;4;25/03/2004;8976;58;6901;3
2310;5;25/03/2004;8976;19;3696;2
2310;6;25/03/2004;8976;40;5806;3
2311;1;4/03/2004;13528;80;6751;2
2311;2;4/03/2004;13528;13;4716;3
2311;3;4/03/2004;13528;2;4060;1
2311;4;4/03/2004;13528;27;1144;3
2311;5;4/03/2004;13528;92;3344;1
2311;6;4/03/2004;13528;98;8756;1
2311;7;4/03/2004;13528;80;5845;1
2311;8;4/03/2004;13528;81;7573;3
2311;9;4/03/2004;13528;36;26;3
2312;1;19/03/2004;5811;92;1593;1
2312;2;19/03/2004;5811;27;8010;3
2312;3;19/03/2004;5811;89;8645;3
2313;1;13/03/2004;3375;14;7500;1
2314;1;2/03/2004;3119;33;9625;3
2314;2;2/03/2004;3119;35;3121;3
2315;1;28/03/2004;17932;40;8797;3
2315;2;28/03/2004;17932;42;5650;2
2315;3;28/03/2004;17932;70;1818;2
2315;4;28/03/2004;17932;66;7433;2
2315;5;28/03/2004;17932;18;5579;2
2315;6;28/03/2004;17932;58;808;2
2316;1;14/03/2004;9940;52;5882;2
2316;2;14/03/2004;9940;36;6208;2
2316;3;14/03/2004;9940;36;4969;1
2317;1;26/03/2004;9188;99;2975;3
2317;2;26/03/2004;9188;22;351;1
2318;1;10/03/2004;18294;13;3812;1
2318;2;10/03/2004;18294;77;2527;1
2318;3;10/03/2004;18294;20;6000;3
2318;4;10/03/2004;18294;67;6688;3
2318;5;10/03/2004;18294;37;2329;1
2318;6;10/03/2004;18294;73;1778;3
2318;7;10/03/2004;18294;39;4198;3
2318;8;10/03/2004;18294;57;1648;1
2319;1;13/03/2004;13234;40;1211;3
2319;2;13/03/2004;13234;30;3811;2
2319;3;13/03/2004;13234;92;5541;2
2320;1;19/03/2004;17303;2;7412;3
2320;2;19/03/2004;17303;97;9408;3
2320;3;19/03/2004;17303;57;8365;2
2320;4;19/03/2004;17303;85;8045;2
2320;5;19/03/2004;17303;73;2216;1
2320;6;19/03/2004;17303;98;6248;2
2320;7;19/03/2004;17303;42;8611;1
2321;1;6/03/2004;518;86;6876;1
2321;2;6/03/2004;518;5;8237;3
2321;3;6/03/2004;518;38;457;1
2321;4;6/03/2004;518;96;2271;2
2321;5;6/03/2004;518;87;6209;3
2321;6;6/03/2004;518;4;4649;3
2322;1;16/03/2004;4120;69;1999;2
2322;2;16/03/2004;4120;5;9950;1
2322;3;16/03/2004;4120;67;53;1
2322;4;16/03/2004;4120;89;416;2
2322;5;16/03/2004;4120;17;6158;3
2323;1;21/03/2004;15619;15;3622;2
2323;2;21/03/2004;15619;4;9265;1
2323;3;21/03/2004;15619;96;4248;3
2323;4;21/03/2004;15619;50;3906;2
2323;5;21/03/2004;15619;42;5718;1
2323;6;21/03/2004;15619;57;4835;1
2323;7;21/03/2004;15619;64;9632;3
2324;1;8/03/2004;12538;87;1271;2
2324;2;8/03/2004;12538;66;4467;1
2324;3;8/03/2004;12538;12;6626;2
2324;4;8/03/2004;12538;31;7624;1
2325;1;13/03/2004;8737;94;1964;2
2325;2;13/03/2004;8737;100;9355;1
2325;3;13/03/2004;8737;6;6073;2
2326;1;3/03/2004;19956;87;92;2
2326;2;3/03/2004;19956;51;7031;3
2326;3;3/03/2004;19956;11;4923;3
2326;4;3/03/2004;19956;16;5993;3
2326;5;3/03/2004;19956;48;3880;3
2326;6;3/03/2004;19956;65;3893;3
2327;1;27/03/2004;1038;8;3303;3
2327;2;27/03/2004;1038;98;577;2
2327;3;27/03/2004;1038;2;332;1
2327;4;27/03/2004;1038;70;8110;3
2327;5;27/03/2004;1038;91;3768;2
2327;6;27/03/2004;1038;59;3288;2
2328;1;13/03/2004;6816;51;8362;3
2328;2;13/03/2004;6816;71;3975;1
2328;3;13/03/2004;6816;52;7867;3
2328;4;13/03/2004;6816;41;2717;1
2329;1;23/03/2004;13220;79;7129;1
2329;2;23/03/2004;13220;65;2023;1
2329;3;23/03/2004;13220;68;460;1
2329;4;23/03/2004;13220;10;4326;1
2329;5;23/03/2004;13220;75;5139;1
2329;6;23/03/2004;13220;47;477;3
2330;1;21/03/2004;7530;29;7173;2
2331;1;16/03/2004;11068;30;8818;1
2331;2;16/03/2004;11068;94;8966;1
2331;3;16/03/2004;11068;70;3026;2
2331;4;16/03/2004;11068;67;8144;1
2331;5;16/03/2004;11068;49;2009;2
2331;6;16/03/2004;11068;84;6439;2
2331;7;16/03/2004;11068;82;5702;3
2331;8;16/03/2004;11068;44;6629;1
2331;9;16/03/2004;11068;21;7689;1
2332;1;8/03/2004;16331;33;1930;2
2332;2;8/03/2004;16331;59;9851;3
2332;3;8/03/2004;16331;55;9297;2
2332;4;8/03/2004;16331;60;4636;1
2332;5;8/03/2004;16331;55;3875;2
2332;6;8/03/2004;16331;82;3989;1
2332;7;8/03/2004;16331;51;4987;3
2332;8;8/03/2004;16331;93;9034;1
2332;9;8/03/2004;16331;56;132;1
2333;1;27/03/2004;13140;83;3468;1
2333;2;27/03/2004;13140;81;4132;1
2333;3;27/03/2004;13140;81;3468;2
2333;4;27/03/2004;13140;21;9322;2
2334;1;18/03/2004;2502;35;353;3
2334;2;18/03/2004;2502;90;396;2
2334;3;18/03/2004;2502;79;443;2
2334;4;18/03/2004;2502;45;8441;2
2334;5;18/03/2004;2502;31;7109;2
2335;1;5/03/2004;12285;11;7184;2
2335;2;5/03/2004;12285;58;8147;1
2336;1;29/03/2004;3229;31;2771;3
2336;2;29/03/2004;3229;85;9788;1
2336;3;29/03/2004;3229;1;1565;2
2337;1;11/03/2004;3;40;7735;1
2337;2;11/03/2004;3;60;8682;3
2337;3;11/03/2004;3;70;5642;3
2337;4;11/03/2004;3;38;2610;1
2338;1;2/03/2004;8110;4;5632;2
2338;2;2/03/2004;8110;30;2065;2
2338;3;2/03/2004;8110;54;8331;1
2338;4;2/03/2004;8110;30;5393;1
2338;5;2/03/2004;8110;78;4323;3
2338;6;2/03/2004;8110;97;9710;2
2338;7;2/03/2004;8110;55;254;1
2339;1;30/03/2004;7191;79;7290;3
2340;1;6/03/2004;11943;55;3093;3
2340;2;6/03/2004;11943;77;306;2
2340;3;6/03/2004;11943;68;3851;3
2340;4;6/03/2004;11943;64;747;3
2340;5;6/03/2004;11943;20;5275;1
2340;6;6/03/2004;11943;42;3260;2
2340;7;6/03/2004;11943;11;3940;3
2341;1;19/03/2004;16525;49;2372;3
2341;2;19/03/2004;16525;91;6876;1
2341;3;19/03/2004;16525;24;664;3
2341;4;19/03/2004;16525;1;2480;3
2341;5;19/03/2004;16525;6;7161;2
2341;6;19/03/2004;16525;80;3925;2
2342;1;7/03/2004;14035;33;659;3
2342;2;7/03/2004;14035;62;1454;1
2342;3;7/03/2004;14035;56;7477;3
2343;1;14/03/2004;1474;65;9389;2
2343;2;14/03/2004;1474;72;6420;2
2343;3;14/03/2004;1474;55;1828;3
2343;4;14/03/2004;1474;64;3271;3
2343;5;14/03/2004;1474;86;728;2
2343;6;14/03/2004;1474;71;6854;1
2343;7;14/03/2004;1474;68;1887;2
2343;8;14/03/2004;1474;84;7601;2
2344;1;26/03/2004;19101;93;1806;2
2344;2;26/03/2004;19101;19;502;1
2344;3;26/03/2004;19101;81;4893;3
2345;1;31/03/2004;18220;33;7267;3
2346;1;21/03/2004;7372;27;2477;3
2346;2;21/03/2004;7372;68;7078;1
2346;3;21/03/2004;7372;41;1512;2
2346;4;21/03/2004;7372;13;6412;2
2346;5;21/03/2004;7372;16;7946;2
2346;6;21/03/2004;7372;80;9210;2
2346;7;21/03/2004;7372;26;3563;1
2346;8;21/03/2004;7372;20;8816;2
2347;1;18/03/2004;18635;45;7296;3
2348;1;30/03/2004;12023;64;4116;2
2348;2;30/03/2004;12023;81;480;3
2348;3;30/03/2004;12023;74;3857;1
2348;4;30/03/2004;12023;66;6000;1
2348;5;30/03/2004;12023;42;6160;3
2348;6;30/03/2004;12023;25;4865;1
2348;7;30/03/2004;12023;23;909;1
2349;1;21/03/2004;237;24;2156;3
2350;1;18/03/2004;15360;75;8097;2
2350;2;18/03/2004;15360;100;2757;3
2350;3;18/03/2004;15360;51;559;1
2350;4;18/03/2004;15360;54;4417;2
2351;1;23/03/2004;9791;63;7851;3
2352;1;7/03/2004;8022;88;6583;3
2352;2;7/03/2004;8022;87;9640;1
2352;3;7/03/2004;8022;33;7633;3
2352;4;7/03/2004;8022;33;3315;3
2352;5;7/03/2004;8022;64;6693;3
2352;6;7/03/2004;8022;24;7468;2
2352;7;7/03/2004;8022;86;2972;2
2353;1;27/03/2004;11456;86;7420;3
2353;2;27/03/2004;11456;50;3723;2
2353;3;27/03/2004;11456;1;2499;3
2353;4;27/03/2004;11456;58;5624;1
2353;5;27/03/2004;11456;13;5913;3
2353;6;27/03/2004;11456;53;4361;1
2353;7;27/03/2004;11456;98;4417;1
2353;8;27/03/2004;11456;37;33;2
2353;9;27/03/2004;11456;75;4110;3
2354;1;9/03/2004;14848;89;6253;2
2354;2;9/03/2004;14848;8;3451;3
2354;3;9/03/2004;14848;78;485;1
2354;4;9/03/2004;14848;16;4953;2
2354;5;9/03/2004;14848;53;991;1
2354;6;9/03/2004;14848;67;1275;2
2354;7;9/03/2004;14848;3;6966;2
2354;8;9/03/2004;14848;10;1532;1
2354;9;9/03/2004;14848;43;4122;3
2355;1;1/03/2004;16965;24;9425;3
2355;2;1/03/2004;16965;86;8648;2
2355;3;1/03/2004;16965;91;7659;1
2355;4;1/03/2004;16965;23;958;2
2355;5;1/03/2004;16965;48;968;3
2356;1;1/03/2004;8837;61;6360;1
2357;1;13/03/2004;14702;5;2065;1
2357;2;13/03/2004;14702;26;9234;2
2357;3;13/03/2004;14702;23;3313;2
2357;4;13/03/2004;14702;3;1040;2
2357;5;13/03/2004;14702;31;1838;1
2358;1;26/03/2004;2525;48;4797;3
2358;2;26/03/2004;2525;59;8191;2
2358;3;26/03/2004;2525;94;3767;3
2358;4;26/03/2004;2525;25;2965;2
2358;5;26/03/2004;2525;15;3577;3
2358;6;26/03/2004;2525;3;4314;3
2358;7;26/03/2004;2525;97;787;3
2359;1;23/03/2004;9091;86;5270;1
2359;2;23/03/2004;9091;86;2947;3
2359;3;23/03/2004;9091;17;6550;2
2359;4;23/03/2004;9091;18;2071;3
2359;5;23/03/2004;9091;75;4989;1
2359;6;23/03/2004;9091;27;9650;2
2359;7;23/03/2004;9091;17;6882;2
2359;8;23/03/2004;9091;52;4639;2
2359;9;23/03/2004;9091;45;200;3
2360;1;14/03/2004;6329;33;2564;2
2360;2;14/03/2004;6329;26;7745;2
2360;3;14/03/2004;6329;20;5016;2
2360;4;14/03/2004;6329;38;7895;3
2360;5;14/03/2004;6329;23;4383;1
2360;6;14/03/2004;6329;76;2172;3
2360;7;14/03/2004;6329;13;1746;3
