id_producto;Nombre;Precio;id_categoria
1819;ACE SONG;17.99;7
1820;ACE SONS;22.99;7
1821;ACE SORORITY;15.99;4
1822;ACE SOUP;10.99;9
1823;ACE SOUTH;12.99;15
1824;ACE SPARTACUS;20.99;1
1825;ACE SPEAKEASY;10.99;10
1826;ACE SPEED;19.99;11
1827;ACE SPICE;21.99;7
1828;ACE SPIKING;24.99;5
1829;ACE SPINAL;29.99;11
1830;ACE SPIRIT;15.99;7
1831;ACE SPIRITED;10.99;3
1832;ACE SPLASH;16.99;7
1833;ACE SPLENDOR;24.99;5
1834;ACE SPOILERS;24.99;12
1835;ACE SPY;12.99;2
1836;ACE SQUAD;23.99;10
1837;ACE STAGE;11.99;11
1838;ACE STAGECOACH;18.99;2
1839;ACE STALLION;28.99;7
1840;ACE STAMPEDE;11.99;11
1841;ACE STAR;13.99;7
1842;ACE STATE;10.99;16
1843;ACE STEEL;18.99;3
1844;ACE STEERS;22.99;12
1845;ACE STEPMOM;26.99;4
1846;ACE STING;14.99;13
1847;ACE STOCK;15.99;5
1848;ACE STONE;20.99;11
1849;ACE STORM;11.99;13
1850;ACE STORY;12.99;4
1851;ACE STRAIGHT;23.99;2
1852;ACE STRANGELOVE;18.99;10
1853;ACE STRANGER;22.99;8
1854;ACE STRANGERS;18.99;9
1855;ACE STREAK;28.99;7
1856;ACE STREETCAR;23.99;4
1857;ACE STRICTLY;22.99;9
1858;ACE SUBMARINE;10.99;2
1859;ACE SUGAR;20.99;16
1860;ACE SUICIDES;24.99;7
1861;ACE SUIT;14.99;8
1862;ACE SUMMER;17.99;8
1863;ACE SUN;27.99;6
1864;ACE SUNDANCE;15.99;10
1865;ACE SUNRISE;10.99;1
1866;ACE SUNSET;17.99;8
1867;ACE SUPER;18.99;9
1868;ACE SUPERFLY;14.99;9
1869;ACE SUSPECTS;11.99;5
1870;ACE SWARM;9.99;4
1871;ACE SWEDEN;22.99;7
1872;ACE SWEET;17.99;8
1873;ACE SWEETHEARTS;19.99;1
1874;ACE TADPOLE;13.99;15
1875;ACE TALENTED;24.99;1
1876;ACE TARZAN;17.99;1
1877;ACE TAXI;22.99;2
1878;ACE TEEN;26.99;8
1879;ACE TELEGRAPH;22.99;12
1880;ACE TELEMARK;25.99;16
1881;ACE TEMPLE;18.99;2
1882;ACE TENENBAUMS;10.99;5
1883;ACE TEQUILA;19.99;5
1884;ACE TERMINATOR;27.99;15
1885;ACE TEXAS;10.99;9
1886;ACE THEORY;16.99;9
1887;ACE THIEF;19.99;3
1888;ACE THIN;24.99;11
1889;ACE TIES;27.99;3
1890;ACE TIGHTS;27.99;2
1891;ACE TIMBERLAND;14.99;15
1892;ACE TITANIC;14.99;6
1893;ACE TITANS;29.99;11
1894;ACE TOMATOES;22.99;2
1895;ACE TOMORROW;12.99;6
1896;ACE TOOTSIE;21.99;14
1897;ACE TORQUE;28.99;14
1898;ACE TOURIST;26.99;13
1899;ACE TOWERS;24.99;8
1900;ACE TOWN;9.99;7
1901;ACE TRACY;26.99;11
1902;ACE TRADING;9.99;14
1903;ACE TRAFFIC;22.99;12
1904;ACE TRAIN;19.99;9
1905;ACE TRAINSPOTTING;18.99;7
1906;ACE TRAMP;12.99;7
1907;ACE TRANSLATION;20.99;3
1908;ACE TRAP;16.99;13
1909;ACE TREASURE;27.99;7
1910;ACE TREATMENT;25.99;10
1911;ACE TRIP;11.99;12
1912;ACE TROJAN;14.99;11
1913;ACE TROOPERS;9.99;13
1914;ACE TROUBLE;21.99;13
1915;ACE TRUMAN;25.99;3
1916;ACE TURN;13.99;10
1917;ACE TUXEDO;11.99;7
1918;ACE TWISTED;23.99;6
1919;ACE TYCOON;19.99;15
1920;ACE UNBREAKABLE;19.99;14
1921;ACE UNCUT;14.99;14
1922;ACE UNDEFEATED;11.99;16
1923;ACE UNFAITHFUL;11.99;5
1924;ACE UNFORGIVEN;20.99;2
1925;ACE UNITED;12.99;6
1926;ACE UNTOUCHABLES;26.99;13
1927;ACE UPRISING;18.99;9
1928;ACE UPTOWN;23.99;15
1929;ACE USUAL;13.99;14
1930;ACE VACATION;15.99;5
1931;ACE VALENTINE;11.99;1
1932;ACE VALLEY;13.99;11
1933;ACE VAMPIRE;26.99;14
1934;ACE VANILLA;11.99;16
1935;ACE VANISHED;28.99;14
1936;ACE VANISHING;20.99;15
1937;ACE VARSITY;23.99;3
1938;ACE VELVET;16.99;6
1939;ACE VERTIGO;28.99;14
1940;ACE VICTORY;22.99;1
1941;ACE VIDEOTAPE;16.99;14
1942;ACE VIETNAM;21.99;3
1943;ACE VILLAIN;29.99;4
1944;ACE VIRGIN;21.99;8
1945;ACE VIRGINIAN;25.99;10
1946;ACE VIRTUAL;22.99;8
1947;ACE VISION;22.99;8
1948;ACE VOICE;18.99;6
1949;ACE VOLCANO;14.99;13
1950;ACE VOLUME;10.99;2
1951;ACE VOYAGE;13.99;3
1952;ACE WAGON;28.99;13
1953;ACE WAIT;24.99;8
1954;ACE WAKE;15.99;1
1955;ACE WALLS;19.99;8
1956;ACE WANDA;12.99;3
1957;ACE WAR;23.99;16
1958;ACE WARDROBE;27.99;15
1959;ACE WARLOCK;19.99;10
1960;ACE WARS;14.99;3
1961;ACE WASH;18.99;9
1962;ACE WASTELAND;20.99;11
1963;ACE WATCH;26.99;14
1964;ACE WATERFRONT;9.99;16
1965;ACE WATERSHIP;22.99;4
1966;ACE WEDDING;17.99;5
1967;ACE WEEKEND;10.99;1
1968;ACE WEREWOLF;18.99;7
1969;ACE WEST;12.99;1
1970;ACE WESTWARD;15.99;2
1971;ACE WHALE;15.99;6
1972;ACE WHISPERER;17.99;6
1973;ACE WIFE;24.99;5
1974;ACE WILD;27.99;12
1975;ACE WILLOW;15.99;11
1976;ACE WIND;17.99;1
1977;ACE WINDOW;14.99;16
1978;ACE WISDOM;23.99;15
1979;ACE WITCHES;15.99;9
1980;ACE WIZARD;11.99;2
1981;ACE WOLVES;29.99;16
1982;ACE WOMEN;22.99;9
1983;ACE WON;14.99;8
1984;ACE WONDERFUL;18.99;10
1985;ACE WONDERLAND;15.99;16
1986;ACE WONKA;22.99;12
1987;ACE WORDS;28.99;4
1988;ACE WORKER;9.99;2
1989;ACE WORKING;29.99;7
1990;ACE WORLD;10.99;11
1991;ACE WORST;13.99;10
1992;ACE WRATH;29.99;6
1993;ACE WRONG;15.99;6
1994;ACE WYOMING;22.99;10
1995;ACE YENTL;15.99;14
1996;ACE YOUNG;12.99;2
1997;ACE YOUTH;27.99;10
1998;ACE ZHIVAGO;15.99;10
1999;ACE ZOOLANDER;29.99;4
2000;ACE ZORRO;16.99;1
2001;ADAPTATION ACADEMY;19.99;5
2002;ADAPTATION ACE;9.99;11
2003;ADAPTATION ADAPTATION;14.99;9
2004;ADAPTATION AFFAIR;9.99;5
2005;ADAPTATION AFRICAN;11.99;7
2006;ADAPTATION AGENT;17.99;5
2007;ADAPTATION AIRPLANE;22.99;12
2008;ADAPTATION AIRPORT;19.99;2
2009;ADAPTATION ALABAMA;21.99;3
2010;ADAPTATION ALADDIN;23.99;8
2011;ADAPTATION ALAMO;29.99;8
2012;ADAPTATION ALASKA;10.99;5
2013;ADAPTATION ALI;14.99;4
2014;ADAPTATION ALICE;16.99;10
2015;ADAPTATION ALIEN;17.99;10
2016;ADAPTATION ALLEY;29.99;2
2017;ADAPTATION ALONE;18.99;9
2018;ADAPTATION ALTER;12.99;14
2019;ADAPTATION AMADEUS;25.99;12
2020;ADAPTATION AMELIE;28.99;7
2021;ADAPTATION AMERICAN;17.99;9
2022;ADAPTATION AMISTAD;10.99;1
2023;ADAPTATION ANACONDA;16.99;3
2024;ADAPTATION ANALYZE;28.99;4
2025;ADAPTATION ANGELS;27.99;16
2026;ADAPTATION ANNIE;25.99;6
2027;ADAPTATION ANONYMOUS;9.99;5
2028;ADAPTATION ANTHEM;28.99;3
2029;ADAPTATION ANTITRUST;19.99;9
2030;ADAPTATION ANYTHING;20.99;6
2031;ADAPTATION APACHE;18.99;9
2032;ADAPTATION APOCALYPSE;16.99;4
2033;ADAPTATION APOLLO;9.99;6
2034;ADAPTATION ARABIA;19.99;8
2035;ADAPTATION ARACHNOPHOBIA;24.99;13
2036;ADAPTATION ARGONAUTS;28.99;5
2037;ADAPTATION ARIZONA;27.99;3
2038;ADAPTATION ARK;17.99;5
2039;ADAPTATION ARMAGEDDON;15.99;11
2040;ADAPTATION ARMY;17.99;4
2041;ADAPTATION ARSENIC;19.99;12
2042;ADAPTATION ARTIST;11.99;9
2043;ADAPTATION ATLANTIS;12.99;5
2044;ADAPTATION ATTACKS;18.99;12
2045;ADAPTATION ATTRACTION;15.99;15
2046;ADAPTATION AUTUMN;19.99;6
2047;ADAPTATION BABY;26.99;5
2048;ADAPTATION BACKLASH;10.99;11
2049;ADAPTATION BADMAN;11.99;1
2050;ADAPTATION BAKED;24.99;13
2051;ADAPTATION BALLOON;15.99;14
2052;ADAPTATION BALLROOM;14.99;1
2053;ADAPTATION BANG;9.99;14
2054;ADAPTATION BANGER;11.99;4
2055;ADAPTATION BARBARELLA;10.99;16
2056;ADAPTATION BAREFOOT;22.99;12
2057;ADAPTATION BASIC;20.99;7
2058;ADAPTATION BEACH;18.99;3
2059;ADAPTATION BEAR;19.99;11
2060;ADAPTATION BEAST;11.99;6
2061;ADAPTATION BEAUTY;26.99;3
2062;ADAPTATION BED;23.99;10
2063;ADAPTATION BEDAZZLED;12.99;1
2064;ADAPTATION BEETHOVEN;14.99;4
2065;ADAPTATION BEHAVIOR;15.99;7
2066;ADAPTATION BENEATH;25.99;14
2067;ADAPTATION BERETS;27.99;8
2068;ADAPTATION BETRAYED;25.99;7
2069;ADAPTATION BEVERLY;23.99;3
2070;ADAPTATION BIKINI;22.99;9
2071;ADAPTATION BILKO;22.99;3
2072;ADAPTATION BILL;11.99;14
2073;ADAPTATION BINGO;22.99;1
2074;ADAPTATION BIRCH;12.99;8
2075;ADAPTATION BIRD;10.99;5
2076;ADAPTATION BIRDCAGE;18.99;12
2077;ADAPTATION BIRDS;11.99;1
2078;ADAPTATION BLACKOUT;24.99;6
2079;ADAPTATION BLADE;24.99;8
2080;ADAPTATION BLANKET;15.99;15
2081;ADAPTATION BLINDNESS;20.99;4
2082;ADAPTATION BLOOD;10.99;16
2083;ADAPTATION BLUES;29.99;10
2084;ADAPTATION BOILED;26.99;16
2085;ADAPTATION BONNIE;17.99;2
2086;ADAPTATION BOOGIE;10.99;6
2087;ADAPTATION BOONDOCK;23.99;4
2088;ADAPTATION BORN;23.99;8
2089;ADAPTATION BORROWERS;24.99;16
2090;ADAPTATION BOULEVARD;21.99;4
2091;ADAPTATION BOUND;11.99;1
2092;ADAPTATION BOWFINGER;25.99;6
2093;ADAPTATION BRANNIGAN;26.99;9
2094;ADAPTATION BRAVEHEART;26.99;8
2095;ADAPTATION BREAKFAST;11.99;13
2096;ADAPTATION BREAKING;13.99;4
2097;ADAPTATION BRIDE;22.99;12
2098;ADAPTATION BRIGHT;23.99;3
2099;ADAPTATION BRINGING;29.99;5
2100;ADAPTATION BROOKLYN;29.99;8
2101;ADAPTATION BROTHERHOOD;18.99;14
2102;ADAPTATION BUBBLE;18.99;15
2103;ADAPTATION BUCKET;16.99;13
2104;ADAPTATION BUGSY;16.99;15
2105;ADAPTATION BULL;19.99;8
2106;ADAPTATION BULWORTH;29.99;16
2107;ADAPTATION BUNCH;12.99;10
2108;ADAPTATION BUTCH;11.99;8
2109;ADAPTATION BUTTERFLY;11.99;14
2110;ADAPTATION CABIN;22.99;13
2111;ADAPTATION CADDYSHACK;18.99;13
2112;ADAPTATION CALENDAR;24.99;15
2113;ADAPTATION CALIFORNIA;28.99;12
2114;ADAPTATION CAMELOT;19.99;2
2115;ADAPTATION CAMPUS;16.99;2
2116;ADAPTATION CANDIDATE;22.99;5
2117;ADAPTATION CANDLES;28.99;15
2118;ADAPTATION CANYON;19.99;4
2119;ADAPTATION CAPER;29.99;3
2120;ADAPTATION CARIBBEAN;28.99;7
2121;ADAPTATION CAROL;20.99;16
2122;ADAPTATION CARRIE;28.99;11
2123;ADAPTATION CASABLANCA;23.99;7
2124;ADAPTATION CASPER;23.99;13
2125;ADAPTATION CASSIDY;24.99;7
2126;ADAPTATION CASUALTIES;10.99;7
2127;ADAPTATION CAT;27.99;5
2128;ADAPTATION CATCH;13.99;10
2129;ADAPTATION CAUSE;29.99;11
2130;ADAPTATION CELEBRITY;29.99;12
2131;ADAPTATION CENTER;13.99;1
2132;ADAPTATION CHAINSAW;21.99;2
2133;ADAPTATION CHAMBER;14.99;10
2134;ADAPTATION CHAMPION;20.99;4
2135;ADAPTATION CHANCE;21.99;3
2136;ADAPTATION CHAPLIN;20.99;12
2137;ADAPTATION CHARADE;20.99;10
2138;ADAPTATION CHARIOTS;18.99;6
2139;ADAPTATION CHASING;14.99;8
2140;ADAPTATION CHEAPER;20.99;8
2141;ADAPTATION CHICAGO;27.99;4
2142;ADAPTATION CHICKEN;23.99;10
2143;ADAPTATION CHILL;14.99;1
2144;ADAPTATION CHINATOWN;22.99;10
2145;ADAPTATION CHISUM;24.99;8
2146;ADAPTATION CHITTY;26.99;9
2147;ADAPTATION CHOCOLAT;25.99;14
2148;ADAPTATION CHOCOLATE;19.99;3
2149;ADAPTATION CHRISTMAS;14.99;2
2150;ADAPTATION CIDER;27.99;8
2151;ADAPTATION CINCINATTI;29.99;3
2152;ADAPTATION CIRCUS;20.99;15
2153;ADAPTATION CITIZEN;27.99;7
2154;ADAPTATION CLASH;16.99;6
2155;ADAPTATION CLEOPATRA;9.99;2
2156;ADAPTATION CLERKS;17.99;12
2157;ADAPTATION CLOCKWORK;27.99;16
2158;ADAPTATION CLONES;14.99;16
2159;ADAPTATION CLOSER;22.99;15
2160;ADAPTATION CLUB;18.99;16
2161;ADAPTATION CLUE;20.99;13
2162;ADAPTATION CLUELESS;19.99;8
2163;ADAPTATION CLYDE;13.99;7
2164;ADAPTATION COAST;17.99;9
2165;ADAPTATION COLDBLOODED;13.99;3
2166;ADAPTATION COLOR;12.99;8
2167;ADAPTATION COMA;19.99;4
2168;ADAPTATION COMANCHEROS;25.99;9
2169;ADAPTATION COMFORTS;25.99;2
2170;ADAPTATION COMMAND;20.99;4
2171;ADAPTATION COMMANDMENTS;16.99;11
2172;ADAPTATION CONEHEADS;22.99;1
2173;ADAPTATION CONFESSIONS;14.99;1
2174;ADAPTATION CONFIDENTIAL;27.99;10
2175;ADAPTATION CONFUSED;16.99;13
2176;ADAPTATION CONGENIALITY;15.99;15
2177;ADAPTATION CONNECTICUT;21.99;1
2178;ADAPTATION CONNECTION;12.99;9
2179;ADAPTATION CONQUERER;26.99;12
2180;ADAPTATION CONSPIRACY;27.99;14
2181;ADAPTATION CONTACT;16.99;4
2182;ADAPTATION CONTROL;23.99;8
2183;ADAPTATION CONVERSATION;22.99;10
2184;ADAPTATION CORE;23.99;11
2185;ADAPTATION COWBOY;20.99;10
2186;ADAPTATION CRAFT;26.99;1
2187;ADAPTATION CRANES;12.99;3
2188;ADAPTATION CRAZY;9.99;8
2189;ADAPTATION CREATURES;21.99;4
2190;ADAPTATION CREEPERS;16.99;1
2191;ADAPTATION CROOKED;20.99;15
2192;ADAPTATION CROSSING;9.99;10
2193;ADAPTATION CROSSROADS;21.99;9
2194;ADAPTATION CROW;22.99;7
2195;ADAPTATION CROWDS;24.99;3
2196;ADAPTATION CRUELTY;10.99;5
2197;ADAPTATION CRUSADE;26.99;7
2198;ADAPTATION CRYSTAL;20.99;1
2199;ADAPTATION CUPBOARD;13.99;1
2200;ADAPTATION CURTAIN;11.99;12
2201;ADAPTATION CYCLONE;19.99;1
2202;ADAPTATION DADDY;22.99;5
2203;ADAPTATION DAISY;28.99;12
2204;ADAPTATION DALMATIONS;15.99;7
2205;ADAPTATION DANCES;14.99;4
2206;ADAPTATION DANCING;21.99;13
2207;ADAPTATION DANGEROUS;20.99;6
2208;ADAPTATION DARES;29.99;4
2209;ADAPTATION DARKNESS;24.99;6
2210;ADAPTATION DARKO;21.99;13
2211;ADAPTATION DARLING;9.99;15
2212;ADAPTATION DARN;16.99;1
2213;ADAPTATION DATE;19.99;14
2214;ADAPTATION DAUGHTER;9.99;14
2215;ADAPTATION DAWN;28.99;3
2216;ADAPTATION DAY;29.99;9
2217;ADAPTATION DAZED;12.99;12
2218;ADAPTATION DECEIVER;20.99;14
2219;ADAPTATION DEEP;11.99;3
2220;ADAPTATION DEER;12.99;12
2221;ADAPTATION DELIVERANCE;13.99;12
2222;ADAPTATION DESERT;27.99;2
2223;ADAPTATION DESIRE;22.99;16
2224;ADAPTATION DESPERATE;27.99;14
2225;ADAPTATION DESTINATION;18.99;8
2226;ADAPTATION DESTINY;9.99;6
2227;ADAPTATION DETAILS;9.99;10
2228;ADAPTATION DETECTIVE;19.99;12
2229;ADAPTATION DEVIL;20.99;14
2230;ADAPTATION DIARY;17.99;12
2231;ADAPTATION DINOSAUR;27.99;11
2232;ADAPTATION DIRTY;13.99;3
2233;ADAPTATION DISCIPLE;26.99;3
2234;ADAPTATION DISTURBING;16.99;14
2235;ADAPTATION DIVIDE;23.99;6
2236;ADAPTATION DIVINE;15.99;7
2237;ADAPTATION DIVORCE;16.99;10
2238;ADAPTATION DOCTOR;27.99;8
2239;ADAPTATION DOGMA;15.99;4
2240;ADAPTATION DOLLS;24.99;16
2241;ADAPTATION DONNIE;15.99;2
2242;ADAPTATION DOOM;9.99;7
2243;ADAPTATION DOORS;19.99;2
2244;ADAPTATION DORADO;15.99;10
2245;ADAPTATION DOUBLE;24.99;2
2246;ADAPTATION DOUBTFIRE;16.99;10
2247;ADAPTATION DOWNHILL;17.99;15
2248;ADAPTATION DOZEN;27.99;16
2249;ADAPTATION DRACULA;29.99;16
2250;ADAPTATION DRAGON;19.99;7
2251;ADAPTATION DRAGONFLY;16.99;1
2252;ADAPTATION DREAM;27.99;13
2253;ADAPTATION DRIFTER;25.99;2
2254;ADAPTATION DRIVER;21.99;15
2255;ADAPTATION DRIVING;25.99;5
2256;ADAPTATION DROP;26.99;15
2257;ADAPTATION DRUMLINE;11.99;12
2258;ADAPTATION DRUMS;15.99;15
2259;ADAPTATION DUCK;27.99;13
2260;ADAPTATION DUDE;29.99;15
2261;ADAPTATION DUFFEL;10.99;14
2262;ADAPTATION DUMBO;27.99;3
2263;ADAPTATION DURHAM;20.99;11
2264;ADAPTATION DWARFS;11.99;6
2265;ADAPTATION DYING;22.99;12
2266;ADAPTATION DYNAMITE;29.99;7
2267;ADAPTATION EAGLES;19.99;13
2268;ADAPTATION EARLY;21.99;2
2269;ADAPTATION EARRING;20.99;13
2270;ADAPTATION EARTH;28.99;9
2271;ADAPTATION EASY;17.99;10
2272;ADAPTATION EDGE;22.99;3
2273;ADAPTATION EFFECT;9.99;16
2274;ADAPTATION EGG;12.99;3
2275;ADAPTATION EGYPT;16.99;16
2276;ADAPTATION ELEMENT;9.99;8
2277;ADAPTATION ELEPHANT;29.99;3
2278;ADAPTATION ELF;10.99;7
2279;ADAPTATION ELIZABETH;9.99;8
2280;ADAPTATION EMPIRE;20.99;14
2281;ADAPTATION ENCINO;14.99;15
2282;ADAPTATION ENCOUNTERS;24.99;10
2283;ADAPTATION ENDING;10.99;4
2284;ADAPTATION ENEMY;20.99;15
2285;ADAPTATION ENGLISH;16.99;9
2286;ADAPTATION ENOUGH;29.99;16
2287;ADAPTATION ENTRAPMENT;18.99;12
2288;ADAPTATION ESCAPE;22.99;13
2289;ADAPTATION EVE;14.99;2
2290;ADAPTATION EVERYONE;15.99;6
2291;ADAPTATION EVOLUTION;17.99;9
2292;ADAPTATION EXCITEMENT;16.99;16
2293;ADAPTATION EXORCIST;10.99;10
2294;ADAPTATION EXPECATIONS;16.99;13
2295;ADAPTATION EXPENDABLE;26.99;13
2296;ADAPTATION EXPRESS;20.99;2
2297;ADAPTATION EXTRAORDINARY;12.99;6
2298;ADAPTATION EYES;14.99;12
2299;ADAPTATION FACTORY;16.99;14
2300;ADAPTATION FALCON;20.99;7
2301;ADAPTATION FAMILY;29.99;2
2302;ADAPTATION FANTASIA;18.99;3
2303;ADAPTATION FANTASY;16.99;4
2304;ADAPTATION FARGO;20.99;7
2305;ADAPTATION FATAL;12.99;1
2306;ADAPTATION FEATHERS;9.99;6
2307;ADAPTATION FELLOWSHIP;12.99;11
2308;ADAPTATION FERRIS;23.99;16
2309;ADAPTATION FEUD;25.99;6
2310;ADAPTATION FEVER;24.99;6
2311;ADAPTATION FICTION;26.99;14
2312;ADAPTATION FIDDLER;11.99;2
2313;ADAPTATION FIDELITY;18.99;16
2314;ADAPTATION FIGHT;24.99;12
2315;ADAPTATION FINDING;15.99;13
2316;ADAPTATION FIRE;21.99;15
2317;ADAPTATION FIREBALL;20.99;7
2318;ADAPTATION FIREHOUSE;14.99;7
2319;ADAPTATION FISH;17.99;8
2320;ADAPTATION FLAMINGOS;12.99;11
2321;ADAPTATION FLASH;29.99;4
2322;ADAPTATION FLATLINERS;24.99;11
2323;ADAPTATION FLIGHT;27.99;8
2324;ADAPTATION FLINTSTONES;10.99;11
2325;ADAPTATION FLOATS;23.99;16
2326;ADAPTATION FLYING;22.99;16
2327;ADAPTATION FOOL;26.99;10
2328;ADAPTATION FOREVER;24.99;10
2329;ADAPTATION FORREST;19.99;13
2330;ADAPTATION FORRESTER;26.99;10
2331;ADAPTATION FORWARD;21.99;9
2332;ADAPTATION FRANKENSTEIN;29.99;10
2333;ADAPTATION FREAKY;26.99;4
2334;ADAPTATION FREDDY;13.99;16
2335;ADAPTATION FREEDOM;25.99;15
2336;ADAPTATION FRENCH;24.99;1
2337;ADAPTATION FRIDA;17.99;16
2338;ADAPTATION FRISCO;15.99;11
2339;ADAPTATION FROGMEN;9.99;4
2340;ADAPTATION FRONTIER;17.99;12
2341;ADAPTATION FROST;23.99;12
2342;ADAPTATION FUGITIVE;29.99;15
2343;ADAPTATION FULL;23.99;12
2344;ADAPTATION FURY;18.99;11
2345;ADAPTATION GABLES;19.99;9
2346;ADAPTATION GALAXY;12.99;4
2347;ADAPTATION GAMES;14.99;16
2348;ADAPTATION GANDHI;19.99;1
2349;ADAPTATION GANGS;9.99;9
2350;ADAPTATION GARDEN;9.99;4
2351;ADAPTATION GASLIGHT;29.99;5
2352;ADAPTATION GATHERING;27.99;14
2353;ADAPTATION GENTLEMEN;15.99;8
2354;ADAPTATION GHOST;23.99;10
2355;ADAPTATION GHOSTBUSTERS;24.99;8
2356;ADAPTATION GIANT;23.99;15
2357;ADAPTATION GILBERT;13.99;14
2358;ADAPTATION GILMORE;15.99;13
2359;ADAPTATION GLADIATOR;28.99;8
2360;ADAPTATION GLASS;23.99;3
2361;ADAPTATION GLEAMING;18.99;2
2362;ADAPTATION GLORY;23.99;1
2363;ADAPTATION GO;17.99;13
2364;ADAPTATION GODFATHER;10.99;16
2365;ADAPTATION GOLD;9.99;11
2366;ADAPTATION GOLDFINGER;15.99;3
2367;ADAPTATION GOLDMINE;21.99;9
2368;ADAPTATION GONE;20.99;8
2369;ADAPTATION GOODFELLAS;29.99;4
2370;ADAPTATION GORGEOUS;21.99;11
2371;ADAPTATION GOSFORD;19.99;10
2372;ADAPTATION GRACELAND;9.99;1
2373;ADAPTATION GRADUATE;28.99;12
2374;ADAPTATION GRAFFITI;12.99;15
2375;ADAPTATION GRAIL;18.99;11
2376;ADAPTATION GRAPES;17.99;6
2377;ADAPTATION GREASE;16.99;2
2378;ADAPTATION GREATEST;21.99;15
2379;ADAPTATION GREEDY;16.99;12
2380;ADAPTATION GREEK;23.99;8
2381;ADAPTATION GRINCH;29.99;3
2382;ADAPTATION GRIT;29.99;7
2383;ADAPTATION GROOVE;26.99;5
2384;ADAPTATION GROSSE;16.99;2
2385;ADAPTATION GROUNDHOG;12.99;8
2386;ADAPTATION GUMP;22.99;1
2387;ADAPTATION GUN;21.99;8
2388;ADAPTATION GUNFIGHT;18.99;16
2389;ADAPTATION GUNFIGHTER;10.99;14
2390;ADAPTATION GUYS;13.99;6
2391;ADAPTATION HALF;22.99;4
2392;ADAPTATION HALL;15.99;1
2393;ADAPTATION HALLOWEEN;24.99;15
2394;ADAPTATION HAMLET;19.99;6
2395;ADAPTATION HANDICAP;25.99;8
2396;ADAPTATION HANGING;20.99;2
2397;ADAPTATION HANKY;14.99;3
2398;ADAPTATION HANOVER;12.99;14
2399;ADAPTATION HAPPINESS;25.99;2
2400;ADAPTATION HARDLY;25.99;9
2401;ADAPTATION HAROLD;20.99;13
2402;ADAPTATION HARPER;24.99;12
2403;ADAPTATION HARRY;13.99;5
2404;ADAPTATION HATE;21.99;1
2405;ADAPTATION HAUNTED;18.99;16
2406;ADAPTATION HAUNTING;25.99;6
2407;ADAPTATION HAWK;17.99;8
2408;ADAPTATION HEAD;27.99;15
2409;ADAPTATION HEARTBREAKERS;28.99;2
2410;ADAPTATION HEAVEN;17.99;15
2411;ADAPTATION HEAVENLY;24.99;6
2412;ADAPTATION HEAVYWEIGHTS;22.99;2
2413;ADAPTATION HEDWIG;21.99;9
2414;ADAPTATION HELLFIGHTERS;29.99;1
2415;ADAPTATION HIGH;9.99;2
2416;ADAPTATION HIGHBALL;12.99;7
2417;ADAPTATION HILLS;26.99;12
2418;ADAPTATION HOBBIT;10.99;3
2419;ADAPTATION HOCUS;11.99;12
2420;ADAPTATION HOLES;29.99;15
2421;ADAPTATION HOLIDAY;24.99;13
2422;ADAPTATION HOLLOW;22.99;9
2423;ADAPTATION HOLLYWOOD;10.99;9
2424;ADAPTATION HOLOCAUST;23.99;2
2425;ADAPTATION HOLY;18.99;14
2426;ADAPTATION HOME;17.99;14
2427;ADAPTATION HOMEWARD;19.99;15
2428;ADAPTATION HOMICIDE;12.99;12
2429;ADAPTATION HONEY;19.99;7
2430;ADAPTATION HOOK;12.99;7
2431;ADAPTATION HOOSIERS;27.99;14
2432;ADAPTATION HOPE;13.99;8
2433;ADAPTATION HORN;13.99;2
2434;ADAPTATION HORROR;11.99;11
2435;ADAPTATION HOTEL;22.99;14
2436;ADAPTATION HOURS;16.99;10
2437;ADAPTATION HOUSE;17.99;13
2438;ADAPTATION HUMAN;20.99;13
2439;ADAPTATION HUNCHBACK;18.99;12
2440;ADAPTATION HUNGER;18.99;7
2441;ADAPTATION HUNTER;29.99;1
2442;ADAPTATION HUNTING;9.99;11
2443;ADAPTATION HURRICANE;10.99;10
2444;ADAPTATION HUSTLER;23.99;11
2445;ADAPTATION HYDE;12.99;12
2446;ADAPTATION HYSTERICAL;18.99;2
2447;ADAPTATION ICE;16.99;1
2448;ADAPTATION IDAHO;28.99;10
2449;ADAPTATION IDENTITY;27.99;8
2450;ADAPTATION IDOLS;23.99;6
2451;ADAPTATION IGBY;21.99;10
2452;ADAPTATION ILLUSION;27.99;2
2453;ADAPTATION IMAGE;15.99;6
2454;ADAPTATION IMPACT;9.99;5
2455;ADAPTATION IMPOSSIBLE;21.99;16
2456;ADAPTATION INCH;11.99;5
2457;ADAPTATION INDEPENDENCE;20.99;16
2458;ADAPTATION INDIAN;20.99;15
2459;ADAPTATION INFORMER;21.99;10
2460;ADAPTATION INNOCENT;20.99;6
2461;ADAPTATION INSECTS;27.99;6
2462;ADAPTATION INSIDER;17.99;9
2463;ADAPTATION INSTINCT;16.99;13
2464;ADAPTATION INTENTIONS;9.99;15
2465;ADAPTATION INTERVIEW;27.99;9
2466;ADAPTATION INTOLERABLE;20.99;11
2467;ADAPTATION INTRIGUE;17.99;2
2468;ADAPTATION INVASION;11.99;5
2469;ADAPTATION IRON;25.99;4
2470;ADAPTATION ISHTAR;19.99;15
2471;ADAPTATION ISLAND;16.99;4
2472;ADAPTATION ITALIAN;15.99;2
2473;ADAPTATION JACKET;29.99;11
